the_geom,CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.98669559369618 40.77166818341707, -73.98714552220883 40.771054037634045, -73.98761512142408 40.77041544313292, -73.9880628961469 40.769790800288014, -73.99059644747547 40.77085481028243, -73.99091307553013 40.77098775903554, -73.99045325452668 40.77161224834077, -73.9899945758553 40.77224100105307, -73.98954018355516 40.7728657224431, -73.98801912745347 40.77222539101559, -73.98789839400918 40.772174562870745, -73.98706782687127 40.7718248960451, -73.98694595043614 40.771773585302284, -73.98669559369618 40.77166818341707)))",147,1,Manhattan,14700,1014700,I,MN14,Lincoln Square,3806,3367.167814,704091.0174
"MULTIPOLYGON (((-73.95556376477593 40.8194261918927, -73.95545008463131 40.81937683690412, -73.95534625821588 40.81933560183844, -73.9539108952618 40.81873423342206, -73.95379501822948 40.81868568455709, -73.95367031968013 40.81863343711381, -73.95356930914316 40.818591116350774, -73.95272074171952 40.81823557682198, -73.9531857555043 40.817600399198405, -73.9533545114435 40.81736931442436, -73.95339627881897 40.817312064942804, -73.95375536682107 40.81681612336936, -73.95403805671071 40.816432366442285, -73.95408996405784 40.81636121487577, -73.95436856081699 40.8159813485817, -73.9544138165491 40.81591964210711, -73.95448662246929 40.81582037076228, -73.95454750813796 40.815737352750475, -73.95500087101496 40.81511230573498, -73.95545831578822 40.81448702576189, -73.9557069012346 40.81414396004033, -73.9562588974847 40.81338943392586, -73.95707628428175 40.81429482885019, -73.95710690067926 40.81433182093647, -73.95716930019692 40.81440312395314, -73.95782821871717 40.81515604887903, -73.95819953208634 40.81558041796572, -73.95829447377183 40.81569079013803, -73.95839496675165 40.81579688683205, -73.95949328870022 40.81700747377914, -73.96068717867486 40.817510517147944, -73.96102015661893 40.817648685697996, -73.96138876040176 40.81781807601412, -73.96157544101278 40.81790997121585, -73.96163613558878 40.81793985180742, -73.96168806049832 40.81796669424681, -73.96181860211833 40.818023154226665, -73.96189984982468 40.81804728735598, -73.96203105796026 40.81808633047662, -73.96131833180581 40.818894523557404, -73.96094889843981 40.81931128887274, -73.96044728492038 40.81987715679102, -73.95999892229352 40.82038294480231, -73.95984614278565 40.82026424311449, -73.95980676819582 40.82027075631073, -73.95965979243206 40.820303025114285, -73.95954143519565 40.82028268589889, -73.95948109163196 40.820258531493465, -73.9594219695937 40.82023396303107, -73.95929894889798 40.82018284486183, -73.95887389618628 40.8200055208339, -73.95676797538209 40.819116356412884, -73.95613082197123 40.81884743468823, -73.95602024331735 40.81880198726701, -73.95556376477593 40.8194261918927)))",219,1,Manhattan,21900,1021900,E,MN06,Manhattanville,3802,7846.915112,3004764.554
"MULTIPOLYGON (((-73.92927936675046 40.795853139520226, -73.92930773275866 40.795810257453056, -73.92953058056915 40.79550779834927, -73.9296829425114 40.79529623376313, -73.92974594691628 40.79520874823409, -73.92987485778272 40.795035156225765, -73.92984244753458 40.795015037855926, -73.9298514439528 40.79500140093117, -73.92980955349994 40.79498316629673, -73.92983254042532 40.794949061140834, -73.92988740651924 40.794967292603964, -73.92990139788408 40.7949468243625, -73.92991636120607 40.79494911213706, -73.9299373533456 40.79491878628444, -73.92992039501054 40.79490967283269, -73.93006881035545 40.794700828605485, -73.93010771028152 40.79471299106375, -73.93019664392851 40.794593224854836, -73.93041980479977 40.794470872348604, -73.93111408045343 40.794096501343866, -73.9314275855797 40.793927988382855, -73.93165821105754 40.793801740439186, -73.93179292520259 40.79372796229363, -73.9318750017175 40.793681921843685, -73.93201001457193 40.793605486169895, -73.93207886021716 40.79356650933644, -73.9323512886909 40.79341384515127, -73.93250920949693 40.79333190154459, -73.93253852654901 40.793316682135405, -73.93267239130904 40.7932482327729, -73.932877126551 40.79313025136788, -73.93310683207812 40.79299532820954, -73.93324587394602 40.79291429653173, -73.93327130499027 40.792899474902086, -73.93348475349634 40.79277428483205, -73.93372762154046 40.79260172681531, -73.933887476055 40.79248981386155, -73.93406949343577 40.792358734254705, -73.93427161550194 40.792217867114914, -73.93433968650817 40.79216855838274, -73.93450968573133 40.79205197655582, -73.93473794107723 40.791901569649944, -73.93505300005583 40.791687202909046, -73.93508265847825 40.791710044242784, -73.93513822196006 40.791752834631886, -73.9351936053202 40.79179799905831, -73.93524060844987 40.791833875011065, -73.93529038127546 40.79187313667397, -73.93539920812492 40.791970688951686, -73.93555312839231 40.79184222557427, -73.9367920928295 40.792403928251446, -73.93773612057383 40.79281580410163, -73.93725705103564 40.793474314836914, -73.93715717579795 40.793610646590864, -73.93710066778691 40.79368778115555, -73.93695343553084 40.79388875723842, -73.93688155390755 40.79398687316478, -73.93681159937653 40.79408235912068, -73.9367792585738 40.79412504284827, -73.9367097186727 40.79422022440733, -73.93666939876613 40.79427541130815, -73.93660934245226 40.79435761264724, -73.93652953479831 40.79446684681232, -73.93647049809339 40.794547650976945, -73.93643010539311 40.79460293726117, -73.93639776986302 40.79464719528159, -73.93636093045617 40.794697612543885, -73.93622989935622 40.79487699661133, -73.93619572072502 40.79492378904471, -73.9359765737942 40.79522380483738, -73.93594966795541 40.795260639527825, -73.9359122696358 40.79531183817089, -73.9354076076598 40.79600417534039, -73.9349125713631 40.79668065038153, -73.93445598887618 40.79730989418617, -73.93399095579751 40.797932513715494, -73.93174314700404 40.79698742677057, -73.92977742492901 40.79615657967338, -73.9295689650058 40.796041098626795, -73.92950460321265 40.79600411147573, -73.92945687076269 40.795974302359106, -73.92932421947889 40.7958820997714, -73.92927936675046 40.795853139520226)))",178,1,Manhattan,17800,1017800,E,MN34,East Harlem North,3804,6844.212513,2662724.193
"MULTIPOLYGON (((-73.9140098548321 40.871160593865014, -73.9146938332815 40.870224655986135, -73.91518280950955 40.86955080278951, -73.91588024801676 40.869847546640976, -73.91627557552462 40.86958266745168, -73.91697287484068 40.87014740877672, -73.9179161563853 40.870922926493215, -73.91856421660106 40.871478833922936, -73.91945895114928 40.872249280703166, -73.91845930852196 40.87302205327091, -73.91717258149397 40.87249664231433, -73.91627785399625 40.87211564454851, -73.91505692571339 40.871602896373545, -73.91414729204712 40.87121653760966, -73.91409037310899 40.871194631500884, -73.9140098548321 40.871160593865014)))",307,1,Manhattan,30700,1030700,I,MN01,Marble Hill-Inwood,3801,4148.171531,908014.7298
"MULTIPOLYGON (((-73.93454586266024 40.828048161464196, -73.93467566411123 40.828043398307805, -73.93473502430452 40.82804171043967, -73.93484233613204 40.828097146889306, -73.93493766978776 40.82816017436994, -73.9350778579191 40.82823502374434, -73.9351901019819 40.82829495245853, -73.93726796542344 40.829162800630804, -73.93864026693875 40.82973887442056, -73.93899743437676 40.82988885286433, -73.93943428772486 40.83007611618962, -73.9396256993015 40.830155837388006, -73.94017089854825 40.830384391129066, -73.9400790579522 40.830463957741365, -73.93998939894352 40.830730966889234, -73.93996368656913 40.83082053430406, -73.93996366268439 40.83082060632696, -73.93992395119228 40.83090806016347, -73.9399238924195 40.83090817706463, -73.93992383233928 40.83090827637508, -73.9398706334639 40.83099179606701, -73.93987057405351 40.83099188616396, -73.93987049016135 40.83099197658319, -73.93980498984001 40.83106978965674, -73.93980484742829 40.831069960289405, -73.93980468099211 40.831070113319484, -73.93972831443925 40.83114089806923, -73.93960982636465 40.831250894677154, -73.93960970782909 40.83125100233302, -73.93960960141568 40.831251119209085, -73.93950338652499 40.831369460472494, -73.93941083406938 40.83149499458967, -73.93941078701711 40.8314950758141, -73.93933313220366 40.83162629993921, -73.9392711939034 40.831761657397486, -73.93927116936446 40.83176172003854, -73.93927114614 40.83176179239669, -73.93922536460684 40.83189966047257, -73.93913480796975 40.8320975954291, -73.93902897268073 40.83229149746786, -73.93894859789039 40.83241733582581, -73.93890834544314 40.832480357138, -73.93877360195545 40.83266321215953, -73.93868316296351 40.83280078941787, -73.93862894958848 40.83285794170887, -73.93857474693532 40.83291508577089, -73.93838508900468 40.83311350252128, -73.93795718309201 40.83345441842256, -73.93729719818145 40.83397732122572, -73.93729666512165 40.8339777441014, -73.93705905884414 40.83416598865101, -73.93700641578693 40.83419311018002, -73.93649557128437 40.834568795123026, -73.93572624332155 40.83515634659975, -73.93530788003902 40.83547772443079, -73.9350633634263 40.83567765881003, -73.93496274110746 40.83575993424732, -73.93485740276078 40.83598502557727, -73.93479886343972 40.83611011626182, -73.93474569422979 40.83609209412606, -73.93467393068336 40.83606490323915, -73.93460027764814 40.83609686811062, -73.93436132705648 40.83620077559347, -73.9344523939738 40.83598096014991, -73.9345605182698 40.83586608172806, -73.93475466450619 40.835589300341866, -73.93475368707848 40.835569821114255, -73.93480514039267 40.835427472645996, -73.93481898168228 40.83539825039469, -73.93483181137562 40.83538552549236, -73.9348481357197 40.83535143220738, -73.93486985067811 40.83533271513109, -73.93489460042001 40.83525404312235, -73.93491533578657 40.83523082193882, -73.93493620828463 40.83508021765156, -73.93494225855352 40.835026875417284, -73.9349585956693 40.83488277904473, -73.93497941208634 40.834789121453596, -73.93498833140697 40.83474865789364, -73.93495087178468 40.834706673367705, -73.93495775984094 40.83468276036338, -73.93496523015567 40.8346568479537, -73.93496624164152 40.83462912364827, -73.93497316061186 40.83462163504164, -73.93497219073532 40.83460814479758, -73.93499389736668 40.83459766618308, -73.93503060323997 40.834392365341294, -73.9350361242772 40.83429832034336, -73.93503124118607 40.834248862849506, -73.93504212490862 40.83421139923447, -73.93507644502905 40.833924043287084, -73.93506958098251 40.83388731750223, -73.9350834136338 40.83386559692965, -73.93509687471915 40.833715356792254, -73.93509690469149 40.833684631909875, -73.93510384255598 40.83365765691787, -73.93511245100083 40.83342573907349, -73.93511743048049 40.83337703478398, -73.93512041704233 40.833353803570056, -73.93513225848751 40.833344822905026, -73.93512636041875 40.83332608035628, -73.93512935500898 40.83329460947997, -73.93512443552821 40.83328111868779, -73.9351382681904 40.83326014425826, -73.9351372912786 40.83324141318862, -73.93513040300637 40.83322866727352, -73.93512154973682 40.83320169277663, -73.9351235294987 40.83318969900631, -73.93511565892264 40.8331762058833, -73.93513243602648 40.83316272562036, -73.93513935847744 40.83315149100036, -73.93512752379414 40.83314248880914, -73.93512465984584 40.83305106902934, -73.93512171853361 40.83302859034761, -73.93511580946046 40.833021842172926, -73.9351118788231 40.83300310072926, -73.93511979365529 40.832983628174226, -73.93511783020577 40.832967139024525, -73.9351237677009 40.83294541299676, -73.9351208554737 40.83290419576852, -73.9351317051838 40.83290269767372, -73.93514455114406 40.83288472203653, -73.93516725294594 40.832874992778514, -73.93516480840947 40.832852883264295, -73.93515659173342 40.83268240673984, -73.93512878131635 40.83236353447692, -73.93511398341522 40.83236577683719, -73.93507789246178 40.831941623611385, -73.93509565184887 40.83194238126705, -73.93508783728595 40.83185919835005, -73.93506824974112 40.831704067625786, -73.93502275465524 40.83131999954988, -73.93498505621461 40.83102735335795, -73.93493515655055 40.83060244471327, -73.93489353332383 40.83028656383778, -73.93483087208487 40.829808437051796, -73.93479881905742 40.8297923091497, -73.93480080676939 40.829772833255014, -73.93478996278803 40.82976832407676, -73.9347929382791 40.82975634075217, -73.93478111085781 40.82974059366987, -73.93477028229698 40.82972036169426, -73.93475944294435 40.8297001210002, -73.93476343288329 40.8296574039486, -73.93474372591288 40.82963716812018, -73.93473930830953 40.829609061446575, -73.93474919492786 40.82959708136343, -73.93473737349927 40.829574589425235, -73.93472260127828 40.829550600495615, -73.93472557699934 40.829527369270885, -73.93471476025769 40.829495144079715, -73.93470100252422 40.829440430800005, -73.93469412707373 40.82941645571861, -73.93471288560681 40.829400725944666, -73.93470504902291 40.82934077469055, -73.93469321669626 40.82932877360131, -73.93467597101822 40.82931340221052, -73.9346622898784 40.829180759946034, -73.93468302702513 40.82916578733355, -73.93470769402487 40.829158309792234, -73.9347008078073 40.829132074133916, -73.93468107924818 40.82913355828137, -73.9346771488021 40.82911632854791, -73.93467025222034 40.82911257042642, -73.93465447618158 40.82909757696108, -73.93464959243254 40.829048119407034, -73.93466193198358 40.82903876029448, -73.93466295225562 40.82901403381407, -73.93466495971369 40.82897356682652, -73.93465611022587 40.82894283638614, -73.93465515536514 40.82891285858112, -73.93463641852132 40.828906860149054, -73.93461640343902 40.82869365579332, -73.93461171264792 40.82868983525945, -73.93460260323828 40.828682401237735, -73.93460883576695 40.82866118868211, -73.93461052506876 40.828655436192236, -73.93460804993313 40.828653363018205, -73.93460065845274 40.82864718271565, -73.9345987364064 40.828600724008965, -73.93460192118359 40.828592549298634, -73.93461159553212 40.82856775518619, -73.93460917445488 40.828521674968144, -73.9346101771652 40.82850293629021, -73.93461219001007 40.82845722914906, -73.93460433489895 40.82842800279468, -73.93460731363098 40.82840102556372, -73.93460043185596 40.828382282414374, -73.93460834555339 40.828363557539, -73.93459750565482 40.828344820353564, -73.93460048488126 40.828328333985105, -73.93459360040849 40.82830135116015, -73.93458674147803 40.82825938499247, -73.93459562914454 40.82825114985736, -73.93458676210551 40.8282384027765, -73.93459170474897 40.82822716755986, -73.93459763971548 40.82820843167851, -73.93458877267253 40.82819569397906, -73.9345868424076 40.828156719571396, -73.93456513010256 40.828162704449404, -73.93455810179873 40.82811740277777, -73.93454586266024 40.828048161464196)))",243.02,1,Manhattan,24302,1024302,E,MN03,Central Harlem North-Polo Grounds,3803,7636.568895,2272586.787
"MULTIPOLYGON (((-73.95082879991479 40.820827936594725, -73.95174483562602 40.819572617096846, -73.95219973177453 40.81895024825886, -73.95253014091827 40.81849702632587, -73.95259538966546 40.8184075247996, -73.95272074171952 40.81823557682198, -73.95356930914316 40.818591116350774, -73.95367031968013 40.81863343711381, -73.95379501822948 40.81868568455709, -73.9539108952618 40.81873423342206, -73.95534625821588 40.81933560183844, -73.95545008463131 40.81937683690412, -73.95556376477593 40.8194261918927, -73.95537750613973 40.819682806604355, -73.95507675337707 40.820097170792714, -73.9552428813869 40.82016643801495, -73.9558825884929 40.82044121835802, -73.95752338615601 40.82114338331961, -73.95791082224711 40.82129343918366, -73.95821114218792 40.821422042381656, -73.9583011235228 40.82146080506109, -73.95840710913687 40.821497466658705, -73.95846405421915 40.821517162408405, -73.95852695839305 40.82154200293348, -73.9586415827823 40.8215829354376, -73.95876632795051 40.82157729567923, -73.95881892233973 40.821518525349354, -73.95894172941718 40.8215693640096, -73.95874523660507 40.82180551197366, -73.95896360094646 40.822373794142145, -73.959000182899 40.822409728374375, -73.95911304024114 40.82245496464557, -73.95922976213471 40.82228691013236, -73.95990999444403 40.822571119822015, -73.95960332460287 40.82299468678335, -73.95892614718309 40.82271175544136, -73.95904953331716 40.82254133536827, -73.95891721760457 40.82248605137146, -73.95886745433315 40.822450239228075, -73.95883849863246 40.82240504207786, -73.95865126011928 40.82191843657337, -73.95864585147665 40.821904369631774, -73.95852731524265 40.82184375665217, -73.95820019354021 40.82228313691813, -73.958168053636 40.82245810099123, -73.95813063305539 40.822531091460974, -73.95807467943877 40.82261135846489, -73.9579390490913 40.82277435354732, -73.95822838183042 40.82288786710091, -73.95820639539112 40.822922131912286, -73.9581431276921 40.823020722271465, -73.95916458632335 40.82345179548339, -73.9591819603765 40.823459122945636, -73.9594384674443 40.82356239229296, -73.95946454189183 40.823571135671756, -73.95948269766964 40.82357865266564, -73.95949747410961 40.823586816285925, -73.95950361164496 40.82359118579777, -73.95950897939196 40.823595788902814, -73.95722203107722 40.82322595909157, -73.95715187419391 40.82321376626178, -73.95708264224682 40.82320154793485, -73.95682824592525 40.823165079441665, -73.9565146847601 40.82312012828442, -73.9563401037562 40.823092327507105, -73.95576937327064 40.822904320864495, -73.95573074983103 40.82289125724522, -73.95569660843475 40.82287647687142, -73.95376927438991 40.82205869093141, -73.95367103483926 40.822017534012794, -73.95357262947377 40.82197589162559, -73.95291029068669 40.82169694692635, -73.95082879991479 40.820827936594725)))",223.01,1,Manhattan,22301,1022301,E,MN06,Manhattanville,3802,8493.226094,1972625.016
"MULTIPOLYGON (((-73.95556376477593 40.8194261918927, -73.95602024331735 40.81880198726701, -73.95613082197123 40.81884743468823, -73.95676797538209 40.819116356412884, -73.95887389618628 40.8200055208339, -73.95929894889798 40.82018284486183, -73.9594219695937 40.82023396303107, -73.95948109163196 40.820258531493465, -73.95954143519565 40.82028268589889, -73.95965979243206 40.820303025114285, -73.95980676819582 40.82027075631073, -73.95984614278565 40.82026424311449, -73.95999892229352 40.82038294480231, -73.95981462674533 40.82029787520398, -73.9593906879794 40.82085517835587, -73.95932566265216 40.82094627625345, -73.95928300647294 40.82099497441371, -73.95913061580636 40.82116895377479, -73.95920767709252 40.82120790934951, -73.9592625540375 40.82123565535861, -73.95930263598686 40.821189897523084, -73.95942624349655 40.821252381737985, -73.95914685715198 40.82157132855098, -73.95903294155781 40.82151374622852, -73.95923467194004 40.82127782527046, -73.95917712794267 40.821249429985144, -73.95908960240095 40.821206247055954, -73.95881892233973 40.821518525349354, -73.95876632795051 40.82157729567923, -73.9586415827823 40.8215829354376, -73.95852695839305 40.82154200293348, -73.95846405421915 40.821517162408405, -73.95840710913687 40.821497466658705, -73.9583011235228 40.82146080506109, -73.95821114218792 40.821422042381656, -73.95791082224711 40.82129343918366, -73.95752338615601 40.82114338331961, -73.9558825884929 40.82044121835802, -73.9552428813869 40.82016643801495, -73.95507675337707 40.820097170792714, -73.95537750613973 40.819682806604355, -73.95556376477593 40.8194261918927)))",223.02,1,Manhattan,22302,1022302,E,MN06,Manhattanville,3802,3985.502022,641750.2978
"MULTIPOLYGON (((-73.93383000695918 40.81949109558772, -73.93382777421706 40.81941549491884, -73.93382614137718 40.81935642975037, -73.93380019473054 40.818349758874, -73.93379334625784 40.81777660857974, -73.93378997399215 40.81715137370167, -73.93380589881876 40.816512493247124, -73.93382900884615 40.815585360187505, -73.93394608825353 40.81558762473919, -73.9339460993373 40.81557645756469, -73.93394170146244 40.81556529841825, -73.9339490585753 40.81555636955854, -73.93395054151395 40.81554298000996, -73.93394173470443 40.815531808453784, -73.93394175021224 40.81551618496338, -73.93395205657905 40.81549721872184, -73.93395353730942 40.81548605238904, -73.93393445709589 40.81547153450896, -73.93394623227616 40.81544251797632, -73.93393892276264 40.81541572428055, -73.93394921255545 40.81540122322669, -73.93394628434713 40.81539005487057, -73.93395659090909 40.81537220417382, -73.9339485311265 40.81534820251398, -73.93394855439148 40.81532476149806, -73.93394858430493 40.81529462168477, -73.93395302092107 40.81526672687833, -73.933954521582 40.81523547202669, -73.93394426378265 40.815205325816905, -73.93394870283147 40.81517519791036, -73.93394725313918 40.815155097995735, -73.93396344530996 40.81512944302354, -73.93396788302535 40.81510042295448, -73.93396350512248 40.81506916406496, -73.93396941358058 40.815039027114594, -73.93398565957858 40.81494751042228, -73.93398936930939 40.81491235703095, -73.93398203685835 40.814895612781164, -73.93398352753844 40.8148743974964, -73.93397473519491 40.81484872821333, -73.93398210661402 40.814825293078414, -73.93397332647247 40.8147873318603, -73.93399097511467 40.81477506811661, -73.9339777641614 40.814758311119164, -73.93398954202269 40.814738227656164, -73.93399543936428 40.81471925787892, -73.93398075656611 40.81470474252186, -73.93398224834012 40.81468242057032, -73.93398523963957 40.814629959140966, -73.93397645066003 40.814600930825314, -73.93396620950347 40.81456521125146, -73.93399121978352 40.81452838643413, -73.93401476726986 40.814483752624824, -73.93385652638824 40.814481474419225, -73.93386230972757 40.8142492968231, -73.9338639144929 40.814192737283484, -73.9338651026191 40.814153157955644, -73.93386927846704 40.81410117481657, -73.93387232548969 40.814063264260724, -73.93392984600203 40.8133476906338, -73.93398178986831 40.812814635545266, -73.93400770204944 40.812608498697294, -73.93403843917886 40.812340880071, -73.93409306691929 40.81196840253078, -73.93413711416076 40.81171237092453, -73.93419558749177 40.81139317769292, -73.9342822786755 40.81082305050903, -73.93458123773895 40.81067686468029, -73.93466515768553 40.81063582987575, -73.9347333283659 40.81060249540979, -73.93486811800867 40.81049477257104, -73.93495999310201 40.810422388475, -73.93502277853239 40.81037953372594, -73.93531311250705 40.81025655333928, -73.9354379029908 40.81020369238141, -73.93572208463937 40.809661256697495, -73.93576403673735 40.80958117700774, -73.9358078020119 40.80949763825767, -73.93740733660468 40.810175611401256, -73.93901753314606 40.8108565568745, -73.9387439443758 40.81123082056647, -73.93863753326666 40.811376388569705, -73.93838748529845 40.81171844357891, -73.93830925043031 40.81182546401126, -73.93820642688324 40.811967604798014, -73.93813552407518 40.81206561923238, -73.93761714951764 40.81274036483143, -73.93714398424221 40.81342104144459, -73.93708163694994 40.813506141052635, -73.93668854882769 40.81404163072331, -73.93620957748082 40.81467385042279, -73.93613554330955 40.81478812714191, -73.9357554821079 40.81532558429711, -73.93487343835038 40.816527847015074, -73.93463790272774 40.81690804797267, -73.93445400138883 40.81718852906141, -73.93423519549569 40.81755488071272, -73.93412816761172 40.81773396301653, -73.93407463977736 40.81782651394856, -73.93408482013409 40.81793086200749, -73.9342357607261 40.818649319251406, -73.93429487808079 40.81890498677689, -73.93438112852355 40.81932807562953, -73.93439036753814 40.81958743489446, -73.93440040009442 40.81966778293708, -73.93431276819774 40.81962986684901, -73.93411701695145 40.819550534910924, -73.93383000695918 40.81949109558772)))",210,1,Manhattan,21000,1021000,E,MN34,East Harlem North,3804,8682.731764,2157287.93
"MULTIPOLYGON (((-73.9357554821079 40.81532558429711, -73.93613554330955 40.81478812714191, -73.93620957748082 40.81467385042279, -73.93668854882769 40.81404163072331, -73.93708163694994 40.813506141052635, -73.93714398424221 40.81342104144459, -73.93761714951764 40.81274036483143, -73.93813552407518 40.81206561923238, -73.93820642688324 40.811967604798014, -73.93830925043031 40.81182546401126, -73.93838748529845 40.81171844357891, -73.93863753326666 40.811376388569705, -73.9387439443758 40.81123082056647, -73.93901753314606 40.8108565568745, -73.94218104289381 40.81217230995677, -73.94224932251835 40.81220070976974, -73.94180335786973 40.81281506721651, -73.94149219624401 40.81323975477518, -73.94134753014383 40.813437195859635, -73.94085555082465 40.81410594292255, -73.94036884712072 40.814774311271556, -73.93990920586096 40.815402808052, -73.93945690844488 40.816026418433175, -73.93899151772915 40.81666227530328, -73.93893361311606 40.8166383578443, -73.9373761022388 40.815995023982246, -73.9357554821079 40.81532558429711)))",212,1,Manhattan,21200,1021200,I,MN03,Central Harlem North-Polo Grounds,3803,5760.425534,1900292.282
"MULTIPOLYGON (((-73.94516004895782 40.82087904397892, -73.94377634975353 40.82029456390633, -73.94423175212913 40.81967266821451, -73.94447001757618 40.819345165899534, -73.94468683962813 40.819047141600876, -73.94491725697239 40.81873106123445, -73.9451413128524 40.81842371996015, -73.94559812445819 40.81779920765795, -73.94605578014796 40.81717583924526, -73.94654653349137 40.81650234005733, -73.94703451182157 40.81582990456691, -73.94835601519232 40.81637430561892, -73.94800732867316 40.817116508899346, -73.94766641318743 40.817855509489355, -73.94734953979693 40.8185349982236, -73.94703623206826 40.81920837200811, -73.94671832033772 40.819894268033885, -73.94640289847727 40.820572042184814, -73.94607828674233 40.82126321606196, -73.94516004895782 40.82087904397892)))",221.02,1,Manhattan,22102,1022102,E,MN03,Central Harlem North-Polo Grounds,3803,4893.839507,1065533.57
"MULTIPOLYGON (((-73.93945690844488 40.816026418433175, -73.93990920586096 40.815402808052, -73.94036884712072 40.814774311271556, -73.94085555082465 40.81410594292255, -73.94134753014383 40.813437195859635, -73.94141630811299 40.81346613768481, -73.94311137616484 40.81417944493559, -73.94410642811987 40.814598157826204, -73.94419259315139 40.814634414503914, -73.94426875442926 40.814666455386664, -73.94703451182157 40.81582990456691, -73.94654653349137 40.81650234005733, -73.94605578014796 40.81717583924526, -73.94559812445819 40.81779920765795, -73.9451413128524 40.81842371996015, -73.9442706083996 40.818056691896835, -73.94332158289936 40.81765663437797, -73.94237899031425 40.81725927305955, -73.94229851414994 40.81722534698216, -73.94220352273284 40.81718527263104, -73.93952395701804 40.816054711141156, -73.93945690844488 40.816026418433175)))",228,1,Manhattan,22800,1022800,E,MN03,Central Harlem North-Polo Grounds,3803,5758.392314,1944083.402
"MULTIPOLYGON (((-73.97518850986313 40.714503160723936, -73.97521387023669 40.714448498798475, -73.97522549627965 40.71442343994196, -73.97523890578304 40.71439453169888, -73.97523893090134 40.714394480105966, -73.97580133088601 40.71318222426946, -73.9757934636602 40.713174037248194, -73.975968445197 40.71278957339086, -73.97711976338266 40.713119029620294, -73.97724489033791 40.71315255864083, -73.97731262540105 40.71317029535687, -73.97738035962347 40.713188020641034, -73.9775868256044 40.713253501074405, -73.97804631650642 40.71338791892911, -73.97903386316763 40.71368477649726, -73.97928983368546 40.713761717364065, -73.97996198735073 40.7139726998042, -73.97949553915726 40.71488988675237, -73.97921588996554 40.715401677399896, -73.97912075407459 40.71557988519321, -73.97906369021386 40.715667336605975, -73.97900588793702 40.71577375089486, -73.97890948629545 40.71595121227687, -73.97843820453252 40.71580362156111, -73.9783616457685 40.715779640966, -73.97829008556438 40.71575722479118, -73.9781907491122 40.71572610732676, -73.97808315714536 40.715692404270165, -73.97791649975211 40.715649309296474, -73.97723983366632 40.71548515995505, -73.97645701965763 40.715298586625515, -73.97658722034164 40.7150472898018, -73.97661389113854 40.7149950475974, -73.97663349300649 40.714968263688085, -73.97665038327159 40.71494518475338, -73.97658506307187 40.71492394733328, -73.97648038328862 40.71489121887632, -73.97642829257563 40.71487418028349, -73.97637620188986 40.714857139991764, -73.97626725842214 40.714824671807676, -73.97518850986313 40.714503160723936)))",10.01,1,Manhattan,1001,1001001,I,MN28,Lower East Side,3809,3924.836577,867808.511
"MULTIPOLYGON (((-73.98057734038952 40.716455566178, -73.98027927053181 40.71636543412076, -73.9801771286967 40.716334547906996, -73.97974340952554 40.71620339635628, -73.97965293521976 40.716176036662375, -73.97953320966535 40.71613983113903, -73.97912825660003 40.716017370657255, -73.97890948629545 40.71595121227687, -73.97900588793702 40.71577375089486, -73.97906369021386 40.715667336605975, -73.97912075407459 40.71557988519321, -73.97921588996554 40.715401677399896, -73.97949553915726 40.71488988675237, -73.97996198735073 40.7139726998042, -73.98092383638247 40.71426465509044, -73.98164975781785 40.71446143563473, -73.98245371178099 40.7146984048482, -73.983000550797 40.71483567938215, -73.98333838637105 40.71493256016922, -73.98425853730063 40.715209578818545, -73.98501239062274 40.71543775257245, -73.98453662949609 40.71639394121378, -73.98423345972603 40.71695629553234, -73.98415518304284 40.717103648290106, -73.9841031800668 40.71719346819041, -73.984048904964 40.7173043457108, -73.98399541480664 40.71741442404245, -73.98339510316833 40.71857020627141, -73.98247747854299 40.7182905071725, -73.98255430885217 40.71815427662859, -73.98259632461925 40.71807977977807, -73.98269065687418 40.717912516932, -73.98273552496877 40.717832960140974, -73.98290245186121 40.717536976487985, -73.98295304337182 40.71744727084317, -73.98310329762201 40.717180847545485, -73.98228876924472 40.71697581395758, -73.98143786794638 40.71671799961782, -73.98057734038952 40.716455566178)))",12,1,Manhattan,1200,1001200,E,MN28,Lower East Side,3809,5462.924008,1298211.27
"MULTIPOLYGON (((-73.9221415258698 40.869147795973575, -73.92172613144115 40.86849673986783, -73.9212131434214 40.867692784202475, -73.92310987926706 40.86701558180373, -73.92500420608077 40.866336544392226, -73.92587292985436 40.86602535644705, -73.92726915091967 40.86553455981899, -73.92805770329404 40.86619936373836, -73.92872643202351 40.8667414282211, -73.92700250526968 40.867951259615786, -73.9262331344374 40.8685061377818, -73.92382143432062 40.86901838116505, -73.9223436070516 40.86945904067099, -73.9221415258698 40.869147795973575)))",295,1,Manhattan,29500,1029500,E,MN01,Marble Hill-Inwood,3801,5237.025388,1460098.437
